customer_id;checking_account;duration_moonths;credit_history;purpose;credit_amount;savings;present_employment_since;installment_rate;personal_status_sex;other_deptors;present_residence;property;age_yearsyears;other_installment_plans;housing;existing_credits;job;people_liable_maintenance;telephone;foreign_worker;response
679;... <  0 euro;24;existing credits paid back duly till now;radio/television;2384;... <  51 euro;.. >= 7 years;4;male   : single;none;4;real estate;64;bank;rent;1;unskilled - resident;1;none;yes;0
680;No checking account;18;existing credits paid back duly till now;radio/television;1453;... <  51 euro;... < 1 year;3;female : divorced/separated/married;none;1;real estate;26;none;own;1;skilled employee / official;1;none;yes;0
681;No checking account;6;existing credits paid back duly till now;education;1538;... <  51 euro;... < 1 year;1;female : divorced/separated/married;none;2;unknown / no property;56;none;own;1;skilled employee / official;1;none;yes;0
682;No checking account;12;existing credits paid back duly till now;radio/television;2279;unknown/ no savings account;1  <= ... < 4 years;4;male   : single;none;4;unknown / no property;37;none;for free;1;skilled employee / official;1;yes, registered under the customers name;yes;0
683;No checking account;15;delay in paying off in the past;radio/television;1478;... <  51 euro;1  <= ... < 4 years;4;male   : married/widowed;none;3;real estate;33;bank;own;2;skilled employee / official;1;none;yes;0
684;No checking account;24;critical account/other credits existing (not at this bank);radio/television;5103;... <  51 euro;... < 1 year;3;male   : married/widowed;none;3;unknown / no property;47;none;for free;3;skilled employee / official;1;yes, registered under the customers name;yes;0
685;0 <= ... <  102 euro;36;delay in paying off in the past;business;9857;51 <= ... <  255 euro;4  <= ... < 7 years;1;male   : single;none;3;(if not real estate) building society savings agreement/ life insurance;31;none;own;2;unskilled - resident;2;yes, registered under the customers name;yes;0
686;No checking account;60;existing credits paid back duly till now;car (new);6527;unknown/ no savings account;1  <= ... < 4 years;4;male   : single;none;4;unknown / no property;34;none;for free;1;skilled employee / official;2;yes, registered under the customers name;yes;0
687;>= 102 euro;10;critical account/other credits existing (not at this bank);radio/television;1347;unknown/ no savings account;4  <= ... < 7 years;4;male   : single;none;2;(if not real estate) building society savings agreement/ life insurance;27;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
688;0 <= ... <  102 euro;36;delay in paying off in the past;car (new);2862;51 <= ... <  255 euro;.. >= 7 years;4;male   : single;none;3;unknown / no property;30;none;for free;1;skilled employee / official;1;none;yes;0
689;No checking account;9;existing credits paid back duly till now;radio/television;2753;51 <= ... <  255 euro;.. >= 7 years;3;male   : single;co-applicant;4;(if not optin 1 or 2) car or other, not in attribute;35;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
690;... <  0 euro;12;existing credits paid back duly till now;car (new);3651;.. >= 511 euro;1  <= ... < 4 years;1;male   : single;none;3;(if not real estate) building society savings agreement/ life insurance;31;none;own;1;skilled employee / official;2;none;yes;0
691;... <  0 euro;15;critical account/other credits existing (not at this bank);furniture/equipment;975;... <  51 euro;1  <= ... < 4 years;2;male   : divorced/separated;none;3;(if not real estate) building society savings agreement/ life insurance;25;none;own;2;skilled employee / official;1;none;yes;0
692;0 <= ... <  102 euro;15;existing credits paid back duly till now;repairs;2631;51 <= ... <  255 euro;1  <= ... < 4 years;3;female : divorced/separated/married;none;2;real estate;25;none;own;1;unskilled - resident;1;none;yes;0
693;0 <= ... <  102 euro;24;existing credits paid back duly till now;radio/television;2896;51 <= ... <  255 euro;... < 1 year;2;male   : single;none;1;(if not optin 1 or 2) car or other, not in attribute;29;none;own;1;skilled employee / official;1;none;yes;0
694;... <  0 euro;6;critical account/other credits existing (not at this bank);car (new);4716;unknown/ no savings account;... < 1 year;1;male   : single;none;3;real estate;44;none;own;2;unskilled - resident;2;none;yes;0
695;No checking account;24;existing credits paid back duly till now;radio/television;2284;... <  51 euro;4  <= ... < 7 years;4;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;28;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
696;No checking account;6;existing credits paid back duly till now;car (used);1236;255 euro <= ... < 511 euro;1  <= ... < 4 years;2;male   : single;none;4;(if not real estate) building society savings agreement/ life insurance;50;none;rent;1;skilled employee / official;1;none;yes;0
697;0 <= ... <  102 euro;12;existing credits paid back duly till now;radio/television;1103;... <  51 euro;4  <= ... < 7 years;4;male   : single;guarantor;3;real estate;29;none;own;2;skilled employee / official;1;none;no;0
698;No checking account;12;critical account/other credits existing (not at this bank);car (new);926;... <  51 euro;unemployed;1;female : divorced/separated/married;none;2;(if not real estate) building society savings agreement/ life insurance;38;none;own;1;unemployed/ unskilled  - non-resident;1;none;yes;0
699;No checking account;18;critical account/other credits existing (not at this bank);radio/television;1800;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;24;none;own;2;skilled employee / official;1;none;yes;0
700;>= 102 euro;15;existing credits paid back duly till now;education;1905;... <  51 euro;.. >= 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;40;none;rent;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
701;No checking account;12;existing credits paid back duly till now;furniture/equipment;1123;255 euro <= ... < 511 euro;1  <= ... < 4 years;4;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;29;none;rent;1;unskilled - resident;1;none;yes;1
702;... <  0 euro;48;critical account/other credits existing (not at this bank);car (used);6331;... <  51 euro;.. >= 7 years;4;male   : single;none;4;unknown / no property;46;none;for free;2;skilled employee / official;1;yes, registered under the customers name;yes;1
703;>= 102 euro;24;existing credits paid back duly till now;radio/television;1377;51 <= ... <  255 euro;.. >= 7 years;4;female : divorced/separated/married;none;2;unknown / no property;47;none;for free;1;skilled employee / official;1;yes, registered under the customers name;yes;0
704;0 <= ... <  102 euro;30;delay in paying off in the past;business;2503;51 <= ... <  255 euro;.. >= 7 years;4;male   : single;none;2;(if not real estate) building society savings agreement/ life insurance;41;stores;own;2;skilled employee / official;1;none;yes;0
705;0 <= ... <  102 euro;27;existing credits paid back duly till now;business;2528;... <  51 euro;... < 1 year;4;female : divorced/separated/married;none;1;(if not real estate) building society savings agreement/ life insurance;32;none;own;1;skilled employee / official;2;yes, registered under the customers name;yes;0
706;No checking account;15;existing credits paid back duly till now;car (new);5324;255 euro <= ... < 511 euro;.. >= 7 years;1;female : divorced/separated/married;none;4;unknown / no property;35;none;for free;1;skilled employee / official;1;none;yes;0
707;0 <= ... <  102 euro;48;existing credits paid back duly till now;car (new);6560;51 <= ... <  255 euro;4  <= ... < 7 years;3;male   : single;none;2;(if not real estate) building society savings agreement/ life insurance;24;none;own;1;skilled employee / official;1;none;yes;1
708;0 <= ... <  102 euro;12;no credits taken/ all credits paid back duly;furniture/equipment;2969;... <  51 euro;... < 1 year;4;female : divorced/separated/married;none;3;(if not real estate) building society savings agreement/ life insurance;25;none;rent;2;skilled employee / official;1;none;yes;1
709;0 <= ... <  102 euro;9;existing credits paid back duly till now;radio/television;1206;... <  51 euro;.. >= 7 years;4;female : divorced/separated/married;none;4;real estate;25;none;own;1;skilled employee / official;1;none;yes;0
710;0 <= ... <  102 euro;9;existing credits paid back duly till now;radio/television;2118;... <  51 euro;1  <= ... < 4 years;2;male   : single;none;2;real estate;37;none;own;1;unskilled - resident;2;none;yes;0
711;No checking account;18;critical account/other credits existing (not at this bank);radio/television;629;255 euro <= ... < 511 euro;.. >= 7 years;4;male   : single;none;3;(if not real estate) building society savings agreement/ life insurance;32;bank;own;2;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
712;... <  0 euro;6;all credits at this bank paid back duly;education;1198;... <  51 euro;.. >= 7 years;4;female : divorced/separated/married;none;4;unknown / no property;35;none;for free;1;skilled employee / official;1;none;yes;1
713;No checking account;21;existing credits paid back duly till now;car (used);2476;unknown/ no savings account;.. >= 7 years;4;male   : single;none;4;real estate;46;none;own;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
714;... <  0 euro;9;critical account/other credits existing (not at this bank);radio/television;1138;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;4;real estate;25;none;own;2;unskilled - resident;1;none;yes;0
715;0 <= ... <  102 euro;60;existing credits paid back duly till now;car (new);14027;... <  51 euro;4  <= ... < 7 years;4;male   : single;none;2;unknown / no property;27;none;own;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;1
716;No checking account;30;critical account/other credits existing (not at this bank);car (used);7596;unknown/ no savings account;.. >= 7 years;1;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;63;none;own;2;skilled employee / official;1;none;yes;0
717;No checking account;30;critical account/other credits existing (not at this bank);radio/television;3077;unknown/ no savings account;.. >= 7 years;3;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;40;none;own;2;skilled employee / official;2;yes, registered under the customers name;yes;0
718;No checking account;18;existing credits paid back duly till now;radio/television;1505;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;2;unknown / no property;32;none;for free;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
719;>= 102 euro;24;critical account/other credits existing (not at this bank);radio/television;3148;unknown/ no savings account;1  <= ... < 4 years;3;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;31;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
